id,dex_number,region,slug,description,credit,enabled,catchable,abundance,gender_rate,has_gender_differences,name.ja,name.ja_r,name.ja_t,name.en,name.en2,name.de,name.fr,type.0,type.1,mythical,legendary,ultra_beast,event,height,weight,evo.to,evo.from,base.hp,base.atk,base.def,base.satk,base.sdef,base.spd,evo.mega,evo.mega_x,evo.mega_y,is_form,form_item
101,101,kanto,electrode,"It explodes in response to even minor stimuli. It is feared, with the nickname of the Bomb Ball.",,1,1,96,-1,0,マルマイン,Marumain,Marumine,Electrode,,Lektrobal,Électrode,Electric,,,,,,12,666,,100,60,50,70,80,80,150,,,,,
102,102,kanto,exeggcute,Its six eggs converse using telepathy. They can quickly gather if they become separated.,,1,1,384,4,0,タマタマ,Tamatama,Tamatama,Exeggcute,,Owei,Noeunoeuf,Grass,Psychic,,,,,4,25,103,,60,40,80,60,45,40,,,,,
103,103,kanto,exeggutor,"It is called the Walking Jungle. If a head grows too big, it falls off and becomes an Exeggcute.",,1,1,96,4,0,ナッシー,Nasshī,Nassy,Exeggutor,,Kokowei,Noadkoko,Grass,Psychic,,,,,20,1200,,102,95,95,85,125,75,55,,,,,
104,104,kanto,cubone,"When it thinks of its dead mother, it cries. Its crying makes the skull it wears rattle hollowly.",,1,2,384,4,0,カラカラ,Karakara,Karakara,Cubone,,Tragosso,Osselait,Ground,,,,,,4,65,105,,50,50,95,40,50,35,,,,,
105,105,kanto,marowak,The bones it uses have been in its possession since it was born. It has a ferocious nature.,,1,2,96,4,0,ガラガラ,Garagara,Garagara,Marowak,,Knogga,Ossatueur,Ground,,,,,,10,450,,104,60,80,110,50,80,45,,,,,
106,106,kanto,hitmonlee,Its legs can stretch to double their length. First-time foes are startled by Hitmonlee’s extensible reach.,,1,2,96,0,0,サワムラー,Sawamurā,Sawamular,Hitmonlee,,Kicklee,Kicklee,Fighting,,,,,,15,498,,236,50,120,53,35,110,87,,,,,
107,107,kanto,hitmonchan,"When Hitmonchan twists its arm while throwing a punch, the blow will pulverize even concrete. The Pokémon rests after three minutes of fighting.",,1,2,96,0,0,エビワラー,Ebiwarā,Ebiwalar,Hitmonchan,,Nockchan,Tygnon,Fighting,,,,,,14,502,,236,50,105,79,35,110,76,,,,,
108,108,kanto,lickitung,"Wields its long tongue deftly, as though it were an arm. The Pokémon’s viscous saliva, once it has been collected and boiled down, yields a strong and highly useful adhesive.",,1,1,384,4,0,ベロリンガ,Beroringa,Beroringa,Lickitung,,Schlurp,Excelangue,Normal,,,,,,12,655,463,,90,55,75,60,75,30,,,,,
109,109,kanto,koffing,Lighter-than-air gases in its body keep it aloft. The gases not only smell; they are also explosive.,,1,2,384,4,0,ドガース,Dogāsu,Dogars,Koffing,,Smogon,Smogo,Poison,,,,,,6,10,110,,40,65,95,60,45,35,,,,,
110,110,kanto,weezing,"It grows by feeding on gases released by garbage. Though very rare, triplets have been found.",,1,2,96,4,0,マタドガス,Matadogasu,Matadogas,Weezing,,Smogmog,Smogogo,Poison,,,,,,12,95,,109,65,90,120,85,70,60,,,,,
111,111,kanto,rhyhorn,"Ludicrously strong—when it butts heads with a mountain, it is the mountain that shatters. But its short legs struggle with turns, and it is incapable of stopping unless it collides with something.",,1,2,1536,4,1,サイホーン,Saihōn,Sihorn,Rhyhorn,,Rihorn,Rhinocorne,Ground,Rock,,,,,10,1150,112,,80,85,95,30,30,25,,,,,
112,112,kanto,rhydon,"Rapidly rotates its horn to bore through bedrock. It swaggers around volcanic regions, protected from the lava’s heat by its tough, armorlike hide.",,1,2,384,4,1,サイドン,Saidon,Sidon,Rhydon,,Rizeros,Rhinoféros,Ground,Rock,,,,,19,1200,464,111,105,130,120,45,45,40,,,,,
113,113,kanto,chansey,"It walks carefully to prevent its egg from breaking. However, it is extremely fast at running away.",,1,1,384,8,0,ラッキー,Rakkī,Lucky,Chansey,,Chaneira,Leveinard,Normal,,,,,,11,346,242,440,250,5,5,35,105,50,,,,,
114,114,kanto,tangela,"It is cloaked entirely in blue vines, preventing any glimpse of its true identity. The vines impart a refreshing sensation when chewed—they’re useful as a spice.",,1,2,384,4,0,モンジャラ,Monjara,Monjara,Tangela,,Tangela,Saquedeneu,Grass,,,,,,10,350,465,,65,55,115,100,40,60,,,,,
115,115,kanto,kangaskhan,It raises its offspring in its belly pouch. It lets its baby out to play only when it feels safe to do so.,,1,2,96,8,0,ガルーラ,Garūra,Garura,Kangaskhan,,Kangama,Kangourex,Normal,,,,,,22,800,,,105,95,80,40,80,90,10039,,,,
116,116,kanto,horsea,"It makes its nest in the shade of corals. If it senses danger, it spits black ink and flees.",,1,4,1536,4,0,タッツー,Tattsū,Tattu,Horsea,,Seeper,Hypotrempe,Water,,,,,,4,80,117,,30,40,70,70,25,60,,,,,
117,117,kanto,seadra,Its spines provide protection. Its fins and bones are prized as traditional medicine ingredients.,,1,4,384,4,0,シードラ,Shīdora,Seadra,Seadra,,Seemon,Hypocéan,Water,,,,,,12,250,230,116,55,65,95,95,45,85,,,,,
118,118,kanto,goldeen,"It swims at a steady five knots. If it senses danger, it will strike back with its sharp horn.",,1,4,384,4,1,トサキント,Tosakinto,Tosakinto,Goldeen,,Goldini,Poissirène,Water,,,,,,6,150,119,,45,67,60,35,50,63,,,,,
119,119,kanto,seaking,"To protect its family, it will fight with its drill-sharp horn. It lives in hollowed rocks in streams.",,1,4,96,4,1,アズマオウ,Azumaō,Azumao,Seaking,,Golking,Poissoroy,Water,,,,,,13,390,,118,80,92,65,65,80,68,,,,,
120,120,kanto,staryu,"If Staryu’s body is damaged, it will regenerate as long as the red core remains. The core flashes at midnight.",,1,1,384,-1,0,ヒトデマン,Hitodeman,Hitodeman,Staryu,,Sterndu,Stari,Water,,,,,,8,345,121,,30,45,55,70,55,85,,,,,
121,121,kanto,starmie,At the center of its body is a red core that sends mysterious radio signals into the night sky.,,1,1,96,-1,0,スターミー,Sutāmī,Starmie,Starmie,,Starmie,Staross,Water,Psychic,,,,,11,800,,120,60,75,85,100,85,115,,,,,
122,122,kanto,mr-mime,The behavior of this clown-like Pokémon reminds one of pantomime. It creates invisible walls using a force emitted from its fingertips.,,1,1,96,4,0,バリヤード,Bariyādo,Barrierd,Mr. Mime,,Pantimos,M. Mime,Psychic,Fairy,,,,,13,545,,439,40,45,65,100,120,90,,,,,
123,123,kanto,scyther,The sharp scythes on its forearms become increasingly sharp by cutting through hard objects.,,1,1,384,4,1,ストライク,Sutoraiku,Strike,Scyther,,Sichlor,Insécateur,Bug,Flying,,,,,15,560,212 900,,70,110,80,55,80,105,,,,,
124,124,kanto,jynx,"Its cries sound like human speech. However, it is impossible to tell what it is trying to say.",,1,2,96,8,0,ルージュラ,Rūjura,Rougela,Jynx,,Rossana,Lippoutou,Ice,Psychic,,,,,14,406,,238,65,50,35,115,95,95,,,,,
125,125,kanto,electabuzz,"Feeds on electrical energy. During sudden showers beneath looming thunderclouds, one can observe Electabuzz scaling tall trees, where the Pokémon will then wait for lightning to strike.",,1,1,384,2,0,エレブー,Erebū,Eleboo,Electabuzz,,Elektek,Élektek,Electric,,,,,,11,300,466,239,65,83,57,95,85,105,,,,,
126,126,kanto,magmar,"Legend has it that this Pokémon was born from the crater of a volcano. When wounded, it bathes in lava to heal its body, much as one would soak in a hot spring.",,1,1,384,2,0,ブーバー,Būbā,Boober,Magmar,,Magmar,Magmar,Fire,,,,,,13,445,467,240,65,95,57,100,85,93,,,,,
127,127,kanto,pinsir,"It grips prey with its pincers until the prey is torn apart. What it can’t tear, it tosses far away.",,1,2,96,4,0,カイロス,Kairosu,Kailios,Pinsir,,Pinsir,Scarabrute,Bug,,,,,,15,550,,,65,125,100,55,70,85,10040,,,,
128,128,kanto,tauros,They fight each other by locking horns. The herd’s protector takes pride in its battle-scarred horns.,,1,2,96,0,0,ケンタロス,Kentarosu,Kentauros,Tauros,,Tauros,Tauros,Normal,,,,,,14,884,,,75,100,95,40,70,110,,,,,
129,129,kanto,magikarp,"In the distant past, it was somewhat stronger than the horribly weak descendants that exist today.",,1,4,384,4,1,コイキング,Koikingu,Koiking,Magikarp,,Karpador,Magicarpe,Water,,,,,,9,100,130,,20,10,55,15,20,80,,,,,
130,130,kanto,gyarados,"It appears whenever there is world conflict, burning down any place it travels through.",,1,4,96,4,1,ギャラドス,Gyaradosu,Gyarados,Gyarados,,Garados,Léviator,Water,Flying,,,,,65,2350,,129,95,125,79,60,100,81,10041,,,,
131,131,kanto,lapras,It loves crossing the sea with people and Pokémon on its back. It understands human speech.,,1,1,96,4,0,ラプラス,Rapurasu,Laplace,Lapras,,Lapras,Lokhlass,Water,Ice,,,,,25,2200,,,130,85,80,85,95,60,,,,,
132,132,kanto,ditto,It can freely recombine its own cellular structure to transform into other life-forms.,,1,1,96,-1,0,メタモン,Metamon,Metamon,Ditto,,Ditto,Métamorph,Normal,,,,,,3,40,,,48,48,48,48,48,48,,,,,
133,133,kanto,eevee,Its genetic code is irregular. It may mutate if it is exposed to radiation from element stones.,,1,1,384,1,0,イーブイ,Ībui,Eievui,Eevee,,Evoli,Évoli,Normal,,,,,,3,65,134 135 136 196 197 470 471 700,,55,55,50,45,65,55,,,,,
134,134,kanto,vaporeon,"Its cell composition is similar to water molecules. As a result, it can’t be seen when it melts away into water.",,1,1,96,1,0,シャワーズ,Shawāzu,Showers,Vaporeon,,Aquana,Aquali,Water,,,,,,10,290,,133,130,65,60,110,95,65,,,,,
135,135,kanto,jolteon,"If agitated, it uses electricity to straighten out its fur and launch it in small bunches.",,1,2,96,1,0,サンダース,Sandāsu,Thunders,Jolteon,,Blitza,Voltali,Electric,,,,,,8,245,,133,65,65,60,110,95,130,,,,,
136,136,kanto,flareon,"It fluffs out its fur collar to cool down its body temperature, which can reach 1,650 degrees Fahrenheit.",,1,2,96,1,0,ブースター,Būsutā,Booster,Flareon,,Flamara,Pyroli,Fire,,,,,,9,250,,133,65,130,60,95,110,65,,,,,
137,137,kanto,porygon,"It has no discernible heartbeat and does not seem to draw breath, and yet it appears to function without issue. I cannot even begin to explain this utterly bizarre anomaly.",,1,1,1536,-1,0,ポリゴン,Porigon,Porygon,Porygon,,Porygon,Porygon,Normal,,,,,,8,365,233,,65,60,70,85,75,40,,,,,
138,138,kanto,omanyte,It’s a Pokémon that was resurrected from a fossil using modern science. It swam in ancient seas.,,1,1,384,1,0,オムナイト,Omunaito,Omnite,Omanyte,,Amonitas,Amonita,Rock,Water,,,,,4,75,139,,35,40,100,90,55,35,,,,,
139,139,kanto,omastar,It is thought that this Pokémon became extinct because its spiral shell grew too large.,,1,1,96,1,0,オムスター,Omusutā,Omstar,Omastar,,Amoroso,Amonistar,Rock,Water,,,,,10,350,,138,70,60,125,115,70,55,,,,,
140,140,kanto,kabuto,It is thought to have inhabited beaches 300 million years ago. It is protected by a sturdy shell.,,1,2,384,1,0,カブト,Kabuto,Kabuto,Kabuto,,Kabuto,Kabuto,Rock,Water,,,,,5,115,141,,30,80,90,55,45,55,,,,,
141,141,kanto,kabutops,It is thought that this Pokémon came onto land because its prey adapted to life on land.,,1,1,96,1,0,カブトプス,Kabutopusu,Kabutops,Kabutops,,Kabutops,Kabutops,Rock,Water,,,,,13,405,,140,60,115,105,65,70,80,,,,,
142,142,kanto,aerodactyl,It’s a Pokémon that roamed the skies in the dinosaur era. Its teeth are like saw blades.,,1,2,96,1,0,プテラ,Putera,Ptera,Aerodactyl,,Aerodactyl,Ptéra,Rock,Flying,,,,,18,590,,,80,105,65,60,75,130,10042,,,,
143,143,kanto,snorlax,This glutton appears in villages without warning and devours the entirety of their rice granaries—such occurrences have long been counted among the gravest of disasters.,,1,1,96,1,0,カビゴン,Kabigon,Kabigon,Snorlax,,Relaxo,Ronflex,Normal,,,,,,21,4600,,446,160,110,65,65,110,30,,,,,
144,144,kanto,articuno,This legendary bird Pokémon can create blizzards by freezing moisture in the air.,,1,3,6,-1,0,フリーザー,Furīzā,Freezer,Articuno,,Arktos,Artikodin,Ice,Flying,,1,,,17,554,,,90,85,100,95,125,85,,,,,
145,145,kanto,zapdos,This legendary Pokémon is said to live in thunderclouds. It freely controls lightning bolts.,,1,2,6,-1,0,サンダー,Sandā,Thunder,Zapdos,,Zapdos,Électhor,Electric,Flying,,1,,,16,526,,,90,90,85,125,90,100,,,,,
146,146,kanto,moltres,It is one of the legendary bird Pokémon. Its appearance is said to indicate the coming of spring.,,1,3,6,-1,0,ファイヤー,Faiyā,Fire,Moltres,,Lavados,Sulfura,Fire,Flying,,1,,,20,600,,,90,100,90,125,85,90,,,,,
147,147,kanto,dratini,It is born large to start with. It repeatedly sheds its skin as it steadily grows longer.,,1,1,1024,4,0,ミニリュウ,Miniryū,Miniryu,Dratini,,Dratini,Minidraco,Dragon,,,,,,18,33,148,,41,64,45,50,50,50,,,,,
148,148,kanto,dragonair,"It is called the divine Pokémon. When its entire body brightens slightly, the weather changes.",,1,1,256,4,0,ハクリュー,Hakuryū,Hakuryu,Dragonair,,Dragonir,Draco,Dragon,,,,,,40,165,149,147,61,84,65,70,70,70,,,,,
149,149,kanto,dragonite,It can fly in spite of its big and bulky physique. It circles the globe in just 16 hours.,,1,2,64,4,0,カイリュー,Kairyū,Kairyu,Dragonite,,Dragoran,Dracolosse,Dragon,Flying,,,,,22,2100,,148,91,134,95,100,100,80,,,,,
150,150,kanto,mewtwo,Mewtwo was created by recombining Mew’s genes. It’s said to have the most savage heart among Pokémon.,,1,1,6,-1,0,ミュウツー,Myūtsū,Mewtwo,Mewtwo,,Mewtu,Mewtwo,Psychic,,,1,,,20,1220,,,106,110,90,154,90,130,,10043,10044,,
151,151,kanto,mew,"Because it can use all kinds of moves, many scientists believe Mew to be the ancestor of Pokémon.",,1,1,12,-1,0,ミュウ,Myū,Mew,Mew,,Mew,Mew,Psychic,,1,,,,4,40,,,100,100,100,100,100,100,,,,,
152,152,johto,chikorita,It uses the leaf on its head to determine the air’s temperature and humidity. It loves to sunbathe.,,1,1,512,1,0,チコリータ,Chikorīta,Chicorita,Chikorita,,Endivie,Germignon,Grass,,,,,,9,64,153,,45,49,65,49,65,45,,,,,
153,153,johto,bayleef,The buds that ring its neck give off a spicy aroma that perks people up.,,1,1,384,1,0,ベイリーフ,Beirīfu,Bayleaf,Bayleef,,Lorblatt,Macronium,Grass,,,,,,12,158,154,152,60,62,80,63,80,60,,,,,
154,154,johto,meganium,Its breath has the fantastic ability to revive dead plants and flowers.,,1,1,96,1,1,メガニウム,Meganiumu,Meganium,Meganium,,Meganie,Méganium,Grass,,,,,,18,1005,,153,80,82,100,83,100,80,,,,,
155,155,johto,cyndaquil,"Hails from the Johto region. Though usually curled into a ball due to its timid disposition, it harbors tremendous firepower.",,1,2,512,1,0,ヒノアラシ,Hinoarashi,Hinoarashi,Cyndaquil,,Feurigel,Héricendre,Fire,,,,,,5,79,156,,39,52,43,60,50,65,,,,,
156,156,johto,quilava,"This creature’s fur is most mysterious—it is wholly impervious to the burning touch of flame. Should Quilava turn its back to you, take heed! Such a posture indicates a forthcoming attack.",,1,1,384,1,0,マグマラシ,Magumarashi,Magmarashi,Quilava,,Igelavar,Feurisson,Fire,,,,,,9,190,157,155,58,64,58,80,65,80,,,,,
157,157,johto,typhlosion,It attacks using blasts of fire. It creates heat shimmers with intense fire to hide itself.,,1,1,96,1,0,バクフーン,Bakufūn,Bakphoon,Typhlosion,,Tornupto,Typhlosion,Fire,,,,,,17,795,,156,78,84,78,109,85,100,,,,,
158,158,johto,totodile,It has a habit of biting everything with its well-developed jaws. Even its Trainer needs to be careful.,,1,2,512,1,0,ワニノコ,Waninoko,Waninoko,Totodile,,Karnimani,Kaiminus,Water,,,,,,6,95,159,,50,65,64,44,48,43,,,,,
159,159,johto,croconaw,"Once it bites down, it won’t let go until it loses its fangs. New fangs quickly grow into place.",,1,2,384,1,0,アリゲイツ,Arigeitsu,Alligates,Croconaw,,Tyracroc,Crocrodil,Water,,,,,,11,250,160,158,65,80,80,59,63,58,,,,,
160,160,johto,feraligatr,"It usually moves slowly, but it goes at blinding speed when it attacks and bites prey.",,1,2,96,1,0,オーダイル,Ōdairu,Ordile,Feraligatr,,Impergator,Aligatueur,Water,,,,,,23,888,,159,85,105,100,79,83,78,,,,,
161,161,johto,sentret,It has a very nervous nature. It stands up high on its tail so it can scan wide areas.,,1,2,384,4,0,オタチ,Otachi,Otachi,Sentret,,Wiesor,Fouinette,Normal,,,,,,8,60,162,,35,46,34,35,45,20,,,,,
162,162,johto,furret,The mother puts its offspring to sleep by curling up around them. It corners foes with speed.,,1,2,96,4,0,オオタチ,Ōtachi,Ootachi,Furret,,Wiesenior,Fouinar,Normal,,,,,,18,325,,161,85,76,64,45,55,90,,,,,
163,163,johto,hoothoot,It switches its standing foot so quickly that the switch can’t be seen. It cries at the same time every day.,,1,1,384,4,0,ホーホー,Hōhō,Hoho,Hoothoot,,Hoothoot,Hoothoot,Normal,Flying,,,,,7,212,164,,60,30,30,36,56,50,,,,,
164,164,johto,noctowl,"If it flips its head upside down, it’s a sign that it is engaged in very complex thinking.",,1,1,96,4,0,ヨルノズク,Yorunozuku,Yorunozuku,Noctowl,,Noctuh,Noarfang,Normal,Flying,,,,,16,408,,163,100,50,50,86,96,70,,,,,
165,165,johto,ledyba,It’s so timid that it can’t move unless it’s with a swarm. It conveys its feelings through scent.,,1,1,384,4,1,レディバ,Rediba,Rediba,Ledyba,,Ledyba,Coxy,Bug,Flying,,,,,10,108,166,,40,20,30,40,80,55,,,,,
166,166,johto,ledian,"It uses starlight as energy. When more stars appear at night, the patterns on its back grow larger.",,1,2,96,4,1,レディアン,Redian,Redian,Ledian,,Ledian,Coxyclaque,Bug,Flying,,,,,14,356,,165,55,35,50,55,110,85,,,,,
167,167,johto,spinarak,It sets a trap by spinning a web with thin but strong thread. It waits motionlessly for prey to arrive.,,1,1,384,4,0,イトマル,Itomaru,Itomaru,Spinarak,,Webarak,Mimigal,Bug,Poison,,,,,5,85,168,,40,60,40,40,40,30,,,,,
168,168,johto,ariados,"It attaches silk to its prey and sets it free. Later, it tracks the silk to the prey and its friends.",,1,1,96,4,0,アリアドス,Ariadosu,Ariados,Ariados,,Ariados,Migalos,Bug,Poison,,,,,11,335,,167,70,90,70,60,70,40,,,,,
169,169,johto,crobat,Its hind limbs have become another set of wings. Crobat expertly maneuvers its four wings to dart in exquisite fashion through even the most confined caves without losing any speed.,,1,2,96,4,0,クロバット,Kurobatto,Crobat,Crobat,,Iksbat,Nostenfer,Poison,Flying,,,,,18,750,,42,85,90,80,70,80,130,,,,,
170,170,johto,chinchou,It discharges positive and negative electricity from the tips of its antennae to shock its foes.,,1,1,384,4,0,チョンチー,Chonchī,Chonchie,Chinchou,,Lampi,Loupio,Water,Electric,,,,,5,120,171,,75,38,38,56,56,67,,,,,
171,171,johto,lanturn,Lanturn’s light can shine up from great depths. It is nicknamed the Deep-Sea Star.,,1,1,96,4,0,ランターン,Rantān,Lantern,Lanturn,,Lanturn,Lanturn,Water,Electric,,,,,12,225,,170,125,58,58,76,76,67,,,,,
172,172,johto,pichu,"Despite this Pokémon’s cute appearance, those who want to live with one should prepare to be on the receiving end of its electric jolts.",,1,1,96,4,0,ピチュー,Pichū,Pichu,Pichu,,Pichu,Pichu,Electric,,,,,,3,20,25,,20,40,15,35,35,60,,,,,
173,173,johto,cleffa,"In silhouette, they resemble twinkling starlight. When shooting stars rain from the night sky, Cleffa gather in numbers and dance as though they are indeed incarnations of the stars.",,1,1,96,6,0,ピィ,Pī,Py,Cleffa,,Pii,Mélo,Fairy,,,,,,3,30,35,,50,25,28,45,55,15,,,,,
174,174,johto,igglybuff,"It likes to sing but is not yet good at it. With praise and encouragement, it will get better little by little.",,1,1,96,6,0,ププリン,Pupurin,Pupurin,Igglybuff,,Fluffeluff,Toudoudou,Normal,Fairy,,,,,3,10,39,,90,30,15,40,20,15,,,,,
175,175,johto,togepi,This ovate creature is frequently mistaken for a moving egg when encountered out in the fields or in the mountains. Its guileless smile soothes the soul.,,1,1,1536,1,0,トゲピー,Togepī,Togepy,Togepi,,Togepi,Togepi,Fairy,,,,,,3,15,176,,35,20,65,40,65,20,,,,,
176,176,johto,togetic,"No records exist of Togetic being seen in the wilds. Rumors abound that it evolves under the loving care of a trusted human companion, upon whom the Pokémon then bestows great joy.",,1,1,384,1,0,トゲチック,Togechikku,Togechick,Togetic,,Togetic,Togetic,Fairy,Flying,,,,,6,32,468,175,55,40,85,80,105,40,,,,,
